mlat_n,tec_n,tec_min_n,tec_max_n,tec_q25_n,tec_q75_n,tec_std_n,mlat_s,tec_s,tec_min_s,tec_max_s,tec_q25_s,tec_q75_s,tec_std_s,mlt,asy
8.5,74.48081765895924,47.8079,102.584,64.276475,85.16829999999999,12.205979352366532,-0.5,,48.7716,92.2301,60.454325,80.551525,12.205979352366532,13.125,
8.5,74.44214636739429,43.5827,107.035,64.7016,84.5126,12.041278448690628,-0.5,,47.6401,92.2885,64.20360000000001,81.47432500000001,12.041278448690628,13.375,
2.5,,44.7654,96.3584,64.37604999999999,84.14125,11.108594171520155,-0.5,,45.7448,93.3038,62.54065,82.0212,11.108594171520155,13.625,
4.5,,28.624,98.5765,65.17595,86.76525,12.366421190578382,-0.5,,40.618,94.1213,62.454275,82.558925,12.366421190578382,13.875,
4.5,,38.8153,99.7983,71.683775,86.58365,11.282280844996377,-0.5,,50.8501,94.4366,63.8632,82.3447,11.282280844996377,14.125,
5.5,76.83374964160527,49.0933,99.3818,71.15195,86.70925,10.843602584383511,-1.5,,43.8568,94.2766,64.70134999999999,81.4209,10.843602584383511,14.375,
5.5,77.29054217220022,46.6125,98.5296,71.21485,86.58825,10.58531617726798,-13.5,73.14522343855448,32.6398,116.223,61.2011,83.4627,10.58531617726798,14.625,5.5110813799047635
7.5,77.41062524847939,50.7133,100.036,69.862325,85.4716,10.023218092792616,-12.5,74.10046376202884,27.9261,110.219,63.851575,87.151225,10.023218092792616,14.875,4.369530320280351
7.5,77.44781770418108,54.4905,96.6663,72.2666,85.09264999999999,9.426872482702604,-12.5,74.34454411281752,33.8882,113.915,65.3436,87.96045,9.426872482702604,15.125,4.088840247580939
7.5,76.72909213228802,53.7238,93.3878,73.12555,84.051225,8.717272305345412,-11.5,73.96489519590321,35.2962,110.466,64.782325,87.733025,8.717272305345412,15.375,3.6686227306000703
8.5,75.90531457862068,55.1324,105.009,69.3395,83.1308,9.40599836496653,-11.5,73.19123170364605,35.4053,112.32,63.8853,82.8344,9.40599836496653,15.625,3.6407052244340687
9.5,75.17831571166687,41.8506,103.74,66.97964999999999,82.60845,10.794149698540412,-11.5,71.96388251588891,36.7758,107.442,63.1734,81.211875,10.794149698540412,15.875,4.369152064463286
9.5,74.06145722452324,51.2226,100.816,66.957325,81.613275,10.35145786366641,-12.5,72.42621863896427,35.847,112.926,62.701,83.6477,10.35145786366641,16.125,2.232595439745869
10.5,73.03227228438566,47.3622,111.905,64.91159999999999,81.763775,11.477074237515819,-12.5,72.44077592219459,33.7616,114.954,62.8976,82.3218,11.477074237515819,16.375,0.8132040532361794
10.5,72.33373188497393,45.0559,101.512,64.750125,81.799375,11.336831765282474,-13.5,72.57170760009494,31.5891,119.813,60.5679,82.837,11.336831765282474,16.625,-0.3284565658358617
11.5,72.49148790109123,46.7946,113.989,63.3519,83.4843,12.59421352517134,-13.5,73.2992823353904,31.7363,115.151,59.3776,86.2405,12.59421352517134,16.875,-1.1081557947583047
11.5,71.5851352356974,46.5994,109.203,63.3278,82.2661,12.489821874426253,-13.5,73.67046214558324,30.7952,122.191,58.53885,87.89954999999999,12.489821874426253,17.125,-2.8712517073088577
11.5,70.07871282545807,44.7116,105.853,62.4375,78.2107,11.628374879589112,-13.5,72.72604808801563,30.5102,136.367,55.518775,88.10977500000001,11.628374879589112,17.375,-3.7076288572222023
11.5,68.15156578629531,42.0856,101.942,59.7957,75.41,11.763265075270123,-13.5,72.42532712470216,29.5463,117.788,56.44055,88.248675,11.763265075270123,17.625,-6.080318393596415
12.5,66.95123136210123,39.9319,107.737,55.96665,79.03155000000001,15.512086146542387,-13.5,72.02687455217145,28.732,119.314,56.9863,86.8346,15.512086146542387,17.875,-7.304234226937999
